code_rome,slug,title,grand_domaine_code,grand_domaine,domaine_pro,projets_recrutement,taux_difficulte,is_digital,transition_eco,emploi_reglemente,url
K1101,k1101,Médiateur familial / Médiatrice familiale,K,Services à la personne et à la collectivité,Accompagnement de la personne,4282,53.8,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1101
K1102,k1102,Mandataire judiciaire à la protection des majeurs (MJPM),K,Services à la personne et à la collectivité,Accompagnement de la personne,4282,53.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1102
K1103,k1103,Conseiller / Conseillère en développement personnel,K,Services à la personne et à la collectivité,Accompagnement de la personne,5692,47.9,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1103
K1104,k1104,Psychologue,K,Services à la personne et à la collectivité,Accompagnement de la personne,314,41.7,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1104
K1105,k1105,Art thérapeute,K,Services à la personne et à la collectivité,Accompagnement de la personne,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1105
K1106,k1106,Sophrologue,K,Services à la personne et à la collectivité,Accompagnement de la personne,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1106
K1107,k1107,Conseiller / Conseillère d'orientation psychologue,K,Services à la personne et à la collectivité,Accompagnement de la personne,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1107
K1108,k1108,Intervenant / Intervenante en médecine non conventionnelle,K,Services à la personne et à la collectivité,Accompagnement de la personne,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1108
K1201,k1201,Assistant social / Assistante sociale,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",4282,53.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1201
K1202,k1202,Educateur / Educatrice de jeunes enfants,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",12229,66.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1202
K1203,k1203,Educateur technique spécialisé / Educatrice technique spécialisée,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",12229,66.7,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1203
K1204,k1204,Médiateur social / Médiatrice sociale,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",4282,53.8,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1204
K1205,k1205,Agent / Agente d'accueil social,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",4282,53.8,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1205
K1206,k1206,Animateur coordinateur socioculturel / Animatrice coordinatrice socioculturelle,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",60165,51.5,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1206
K1207,k1207,Educateur spécialisé / Educatrice spécialisée,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",12229,66.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1207
K1208,k1208,Moniteur éducateur / Monitrice éducatrice,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1208
K1209,k1209,Coordonnateur / Coordonnatrice de projet socioéducatif,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1209
K1210,k1210,Educateur / Educatrice de la protection judiciaire de la jeunesse,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1210
K1211,k1211,Conseiller / Conseillère d'Insertion et de Probation -CIP-,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1211
K1212,k1212,Ministre du culte,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1212
K1213,k1213,Médiateur culturel / Médiatrice culturelle,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1213
K1214,k1214,Conseiller / Conseillère en génétique,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1214
K1215,k1215,Moniteur / Monitrice d'atelier en milieu de travail protégé,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1215
K1216,k1216,Responsable de structure multi accueil petite enfance,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1216
K1217,k1217,Animateur socioéducatif / Animatrice socioéducative,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1217
K1218,k1218,Responsable de maison de quartier,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1218
K1219,k1219,Directeur / Directrice de centre socioculturel,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1219
K1220,k1220,Médiateur / Médiatrice en santé,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1220
K1221,k1221,Ecoutant social / Ecoutante sociale,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1221
K1222,k1222,Coordinateur / Coordinatrice d'équipes de médiation,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1222
K1223,k1223,Technicien / Technicienne de l'administration pénitentiaire,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1223
K1224,k1224,Encadrant / Encadrante technique d'insertion socioprofessionnelle,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1224
K1225,k1225,Conseiller / Conseillère en économie sociale et familiale (CESF),K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1225
K1226,k1226,Chargé / Chargée de médiation interculturelle,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1226
K1227,k1227,Directeur / Directrice technique de l'administration pénitentiaire,K,Services à la personne et à la collectivité,"Action sociale, socio-éducative et socio-culturelle",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1227
K1301,k1301,Educateur / Educatrice en locomotion,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,2987,72.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1301
K1302,k1302,Assistant / Assistante de vie dépendance,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,50584,81.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1302
K1303,k1303,Garde d'enfant,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,9452,54.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1303
K1304,k1304,Employé familial / Employée familiale,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,29941,64.5,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1304
K1305,k1305,Technicien / Technicienne d'Intervention Sociale et Familiale (TISF),K,Services à la personne et à la collectivité,Aide à la vie quotidienne,50584,81.0,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1305
K1306,k1306,Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES),K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1306
K1307,k1307,Animateur / Animatrice petite enfance,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1307
K1308,k1308,Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM),K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1308
K1309,k1309,Assistant familial / Assistante familiale,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1309
K1310,k1310,Assistant maternel / Assistante maternelle,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1310
K1311,k1311,Assistant / Assistante de vie aux familles,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1311
K1312,k1312,Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1312
K1313,k1313,Employé / Employée au pair,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1313
K1314,k1314,Auxiliaire de vie sociale auprès d'enfants,K,Services à la personne et à la collectivité,Aide à la vie quotidienne,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1314
K1401,k1401,Cadre Dirigeant / Dirigeante d'administration centrale,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1401
K1402,k1402,Médecin conseil,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,1378,68.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1402
K1403,k1403,"Directeur / Directrice de structure de santé, sociale ou pénitentiaire",K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1403
K1404,k1404,Chargé / Chargée de mission développement territorial,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1404
K1405,k1405,Préfet / Préfète,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1405
K1406,k1406,Secrétaire de mairie,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1406
K1407,k1407,Directeur / Directrice d'établissement médicosocial,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1407
K1408,k1408,Responsable de secteur d'aide à domicile,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1408
K1409,k1409,Responsable de structure sanitaire et sociale,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1409
K1410,k1410,Directeur régional / Directrice régionale des services pénitentiaires,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/K1410
K1411,k1411,Médecin conseil en santé publique,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1411
K1412,k1412,Chargé / Chargée de mission aux relations internationales,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1412
K1413,k1413,Directeur / Directrice d'établissement à caractère social,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1413
K1414,k1414,Chargé / Chargée de mission santé publique,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/K1414
K1415,k1415,Directeur / Directrice d'établissement privé de santé,K,Services à la personne et à la collectivité,Conception et mise en oeuvre des politiques publiques,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/K1415
