code_rome,slug,title,grand_domaine_code,grand_domaine,domaine_pro,projets_recrutement,taux_difficulte,is_digital,transition_eco,emploi_reglemente,url
I1316,i1316,"Technicien / Technicienne de maintenance Chauffage, Ventilation et Climatisation - CVC",I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1316
I1317,i1317,Technicien / Technicienne de maintenance fibre optique,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1317
I1318,i1318,Instrumentiste Industriel / Industrielle,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1318
I1319,i1319,Technicien / Technicienne de maintenance réseaux mobiles,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1319
I1320,i1320,Technicien / Technicienne de maintenance d'équipements connectés,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1320
I1321,i1321,Technicien / Technicienne de maintenance d'éoliennes,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1321
I1322,i1322,Technicien / Technicienne de maintenance des automates bancaires,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1322
I1323,i1323,Technicien / Technicienne de maintenance ferroviaire,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1323
I1324,i1324,Technicien / Technicienne d'installation d'équipements industriels,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1324
I1325,i1325,Technicien-cuisiniste / Technicienne-cuisiniste en cuisines professionnelles,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1325
I1326,i1326,Responsable d'équipe maintenance,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1326
I1327,i1327,Technicien / Technicienne de maintenance en matériel biomédical,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1327
I1328,i1328,Conseiller / Conseillère en hydraulique agricole,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1328
I1329,i1329,Technicien / Technicienne de maintenance en audio-vidéo professionnelle,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1329
I1330,i1330,Technicien / Technicienne d'installation de centrales téléphoniques,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1330
I1331,i1331,Nivoculteur / Nivocultrice,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1331
I1332,i1332,Chef / Cheffe d'atelier de maintenance industrielle,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1332
I1333,i1333,Chef / Cheffe d'équipe d'installation industrielle,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1333
I1334,i1334,Electronicien / Electronicienne de maintenance aéronautique,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1334
I1335,i1335,Electromécanicien / Electromécanicienne d'équipements industriels,I,Installation et Maintenance,"Equipements de production, équipements collectifs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1335
I1401,i1401,Technicien / Technicienne de maintenance en informatique,I,Installation et Maintenance,Equipements domestiques et informatique,4943,49.6,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1401
I1402,i1402,Technicien / Technicienne de maintenance en appareils électroménagers,I,Installation et Maintenance,Equipements domestiques et informatique,84,78.6,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1402
I1403,i1403,Technicien / Technicienne Datacenter,I,Installation et Maintenance,Equipements domestiques et informatique,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1403
I1404,i1404,Conseiller / Conseillère support technique informatique,I,Installation et Maintenance,Equipements domestiques et informatique,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1404
I1405,i1405,Administrateur / Administratrice bureautique,I,Installation et Maintenance,Equipements domestiques et informatique,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1405
I1406,i1406,Superviseur / Superviseuse hot line en informatique,I,Installation et Maintenance,Equipements domestiques et informatique,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1406
I1407,i1407,Réparateur / Réparatrice en produits de télécommunication et multimédia,I,Installation et Maintenance,Equipements domestiques et informatique,0,,True,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1407
I1408,i1408,Technicien-réparateur / Technicienne-réparatrice d'appareils photographiques,I,Installation et Maintenance,Equipements domestiques et informatique,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1408
I1409,i1409,Agent / Agente de maintenance en bureautique,I,Installation et Maintenance,Equipements domestiques et informatique,0,,True,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1409
I1410,i1410,Responsable Service Après-Vente -SAV- en électroménager,I,Installation et Maintenance,Equipements domestiques et informatique,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1410
I1501,i1501,Cordiste,I,Installation et Maintenance,Travaux d'accès difficile,3599,76.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1501
I1502,i1502,Scaphandrier / Scaphandrière,I,Installation et Maintenance,Travaux d'accès difficile,7316,60.6,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/I1502
I1503,i1503,Technicien / Technicienne en risques technologiques,I,Installation et Maintenance,Travaux d'accès difficile,7299,53.7,False,Emploi Vert,,https://candidat.francetravail.fr/metierscope/fiche-metier/I1503
I1504,i1504,Décontaminateur / Décontamineuse nucléaire et radiologique,I,Installation et Maintenance,Travaux d'accès difficile,0,,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1504
I1505,i1505,Technicien / Technicienne déchet nucléaire,I,Installation et Maintenance,Travaux d'accès difficile,0,,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1505
I1506,i1506,Chef / Cheffe d'équipe cordiste,I,Installation et Maintenance,Travaux d'accès difficile,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1506
I1507,i1507,Opérateur / Opératrice démantèlement nucléaire,I,Installation et Maintenance,Travaux d'accès difficile,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1507
I1508,i1508,Désamianteur / Désamianteuse,I,Installation et Maintenance,Travaux d'accès difficile,0,,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1508
I1601,i1601,Préparateur / Préparatrice de bateau,I,Installation et Maintenance,"Véhicules, engins, aéronefs",5106,75.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1601
I1602,i1602,Mécanicien / Mécanicienne avion,I,Installation et Maintenance,"Véhicules, engins, aéronefs",5106,75.0,False,Emploi Brun,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1602
I1603,i1603,Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles,I,Installation et Maintenance,"Véhicules, engins, aéronefs",9700,70.9,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1603
I1604,i1604,Mécanicien / Mécanicienne automobile,I,Installation et Maintenance,"Véhicules, engins, aéronefs",9700,70.9,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1604
I1605,i1605,Mécanicien / Mécanicienne en mécanique marine ou navale,I,Installation et Maintenance,"Véhicules, engins, aéronefs",5106,75.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1605
I1606,i1606,Carrossier-peintre / Carrossière-peintre,I,Installation et Maintenance,"Véhicules, engins, aéronefs",616,81.8,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/I1606
I1607,i1607,Mécanicien / Mécanicienne motocycles,I,Installation et Maintenance,"Véhicules, engins, aéronefs",9700,70.9,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/I1607
I1608,i1608,Démonteur / Démonteuse de véhicules hors d'usage,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1608
I1609,i1609,Peintre automobile,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1609
I1610,i1610,Responsable atelier carrosserie,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1610
I1611,i1611,Préparateur / Préparatrice de véhicules automobiles,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1611
I1612,i1612,Technicien expert / Technicienne experte après-vente automobile,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1612
I1613,i1613,Mécanicien / Mécanicienne des véhicules des transports routiers,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1613
I1614,i1614,Préparateur / Préparatrice en peinture automobile,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1614
I1615,i1615,Dépanneur-remorqueur / Dépanneuse-remorqueuse de véhicules,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1615
I1616,i1616,Mécanicien / Mécanicienne d'engins de chantier et de travaux publics,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1616
I1617,i1617,Contrôleur / Contrôleuse technique de véhicules,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/I1617
I1618,i1618,Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1618
I1619,i1619,Mécanicien / Mécanicienne cycles,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1619
I1620,i1620,Mécanicien-réparateur / Mécanicienne-réparatrice d'engins de levage et de manutention,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1620
I1621,i1621,Tôlier / Tôlière en carrosserie automobile,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1621
I1622,i1622,Technicien expert / Technicienne experte après-vente de véhicules de transport routier,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1622
I1623,i1623,Conseiller / Conseillère client après-vente des véhicules,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1623
I1624,i1624,Mécanicien réparateur / Mécanicienne réparatrice de véhicules anciens et historiques,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1624
I1625,i1625,Débosseleur / Débosseleuse,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1625
I1626,i1626,Préparateur / Préparatrice en tôlerie automobile,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1626
I1627,i1627,Technicien expert / Technicienne experte après vente motocycles,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1627
I1628,i1628,Conseiller / Conseillère technique cycles,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1628
I1629,i1629,Technicien / Technicienne de réparation et pose de vitrage des véhicules,I,Installation et Maintenance,"Véhicules, engins, aéronefs",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/I1629
J1101,j1101,Médecin du travail et de prévention,J,Santé,Praticiens médicaux,1378,68.9,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1101
J1102,j1102,Médecin généraliste,J,Santé,Praticiens médicaux,1378,68.9,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1102
J1103,j1103,Dentiste,J,Santé,Praticiens médicaux,21,100.0,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1103
J1104,j1104,Homme sage-femme / Sage-femme,J,Santé,Praticiens médicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1104
J1105,j1105,Médecin coordonnateur,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1105
J1106,j1106,Responsable médical / Responsable médicale en région (RMR-MSL) en industrie pharmaceutique,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1106
J1107,j1107,Médecin scolaire,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1107
J1108,j1108,Médecin régulateur,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1108
J1109,j1109,Médecin de la Protection Maternelle et Infantile -PMI-,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1109
J1110,j1110,Médecin légiste,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1110
J1111,j1111,Gynécologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1111
J1112,j1112,Oncologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1112
J1113,j1113,Dermatologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1113
J1114,j1114,Rhumatologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1114
J1115,j1115,Pédiatre,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1115
J1116,j1116,Gériatre,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1116
J1117,j1117,Hématologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1117
J1118,j1118,Radiologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1118
J1119,j1119,Chirurgien / Chirurgienne,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1119
J1120,j1120,Médecin phlébologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1120
J1121,j1121,Gastro-entérologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1121
J1122,j1122,Chirurgien plasticien / Chirurgienne plasticienne,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1122
J1123,j1123,Médecin des armées,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1123
J1124,j1124,Médecin Anesthésiste Réanimateur / Réanimatrice (MAR),J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1124
J1125,j1125,Endocrinologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1125
J1126,j1126,Médecin du sport,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1126
J1127,j1127,Médecin urgentiste,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1127
J1128,j1128,Pneumologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1128
J1129,j1129,Allergologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1129
J1130,j1130,Oto-rhino-laryngologiste (ORL),J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1130
J1131,j1131,Psychiatre,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1131
J1132,j1132,Neurologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1132
J1133,j1133,Stomatologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1133
J1134,j1134,Ophtalmologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1134
J1135,j1135,Urologue,J,Santé,Praticiens médicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1135
J1201,j1201,Biologiste médical / Biologiste médicale,J,Santé,Praticiens médico-techniques,1500,69.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1201
J1202,j1202,Pharmacien / Pharmacienne,J,Santé,Praticiens médico-techniques,1500,69.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1202
J1203,j1203,Directeur / Directrice de laboratoire d'analyses vétérinaires,J,Santé,Praticiens médico-techniques,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1203
J1204,j1204,Directeur / Directrice de laboratoire d'analyses de biologie médicale,J,Santé,Praticiens médico-techniques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/J1204
J1301,j1301,Agent / Agente de service hospitalier (ASH),J,Santé,Professionnels médico-techniques,11205,46.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/J1301
J1302,j1302,Technicien / Technicienne de laboratoires d'analyses médicales,J,Santé,Professionnels médico-techniques,2562,81.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1302
J1303,j1303,Assistant / Assistante médico-technique,J,Santé,Professionnels médico-techniques,50508,64.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1303
J1304,j1304,Auxiliaire de puériculture,J,Santé,Professionnels médico-techniques,9452,54.0,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1304
J1305,j1305,Ambulancier / Ambulancière,J,Santé,Professionnels médico-techniques,4890,65.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1305
J1306,j1306,Manipulateur / Manipulatrice d'électroradiologie médicale,J,Santé,Professionnels médico-techniques,2562,81.7,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1306
J1307,j1307,Préparateur / Préparatrice en pharmacie,J,Santé,Professionnels médico-techniques,2562,81.7,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1307
J1308,j1308,Brancardier / Brancardière,J,Santé,Professionnels médico-techniques,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1308
J1309,j1309,Agent / Agente de stérilisation de service hospitalier,J,Santé,Professionnels médico-techniques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/J1309
J1310,j1310,Auxiliaire ambulancier / Auxiliaire ambulancière,J,Santé,Professionnels médico-techniques,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1310
J1311,j1311,Transporteur / Transporteuse de produits de santé,J,Santé,Professionnels médico-techniques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/J1311
J1312,j1312,Assistant / Assistante dentaire,J,Santé,Professionnels médico-techniques,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1312
J1401,j1401,Audioprothésiste,J,Santé,Rééducation et appareillage,632,59.2,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1401
J1402,j1402,Diététicien / Diététicienne,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1402
J1403,j1403,Ergothérapeute,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1403
J1404,j1404,Kinésithérapeute,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1404
J1405,j1405,Opticien / Opticienne,J,Santé,Rééducation et appareillage,632,59.2,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1405
J1406,j1406,Orthophoniste,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1406
J1407,j1407,Orthoptiste,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1407
J1408,j1408,Ostéopathe,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1408
J1409,j1409,Pédicure-podologue,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1409
J1410,j1410,Prothésiste dentaire,J,Santé,Rééducation et appareillage,632,59.2,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1410
J1411,j1411,Orthoprothésiste,J,Santé,Rééducation et appareillage,632,59.2,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1411
J1412,j1412,Psychomotricien / Psychomotricienne,J,Santé,Rééducation et appareillage,759,70.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1412
J1413,j1413,Physiothérapeute,J,Santé,Rééducation et appareillage,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1413
J1414,j1414,Coordinateur / Coordinatrice en activité physique adaptée,J,Santé,Rééducation et appareillage,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1414
J1415,j1415,Enseignant / Enseignante en activité physique adaptée (EAPA),J,Santé,Rééducation et appareillage,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1415
J1501,j1501,Aide-soignant / Aide-soignante,J,Santé,Soins paramédicaux,50508,64.8,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1501
J1502,j1502,Cadre de santé d'unité de soins ou de service paramédical,J,Santé,Soins paramédicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1502
J1503,j1503,Infirmier / Infirmière anesthésiste (IADE),J,Santé,Soins paramédicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1503
J1504,j1504,Infirmier / Infirmière de bloc opératoire (IBODE),J,Santé,Soins paramédicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1504
J1505,j1505,Infirmier / Infirmière de prévention,J,Santé,Soins paramédicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1505
J1506,j1506,Infirmier / Infirmière en soins généraux (IDE),J,Santé,Soins paramédicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1506
J1507,j1507,Puériculteur / Puéricultrice,J,Santé,Soins paramédicaux,24619,66.5,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1507
J1508,j1508,Infirmier / Infirmière en Pratique Avancée (IPA),J,Santé,Soins paramédicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1508
J1509,j1509,Responsable de secteur coordinateur / Responsable de secteur coordinatrice,J,Santé,Soins paramédicaux,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/J1509
J1510,j1510,Infirmier coordinateur / Infirmière coordinatrice (IDEC),J,Santé,Soins paramédicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1510
J1511,j1511,Infirmier / Infirmière scolaire,J,Santé,Soins paramédicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1511
J1512,j1512,Infirmier / Infirmière de santé au travail,J,Santé,Soins paramédicaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/J1512
